author,text,likes,published_at,clean_comment
@SharpnessMC,Rusak rusak,0,2025-07-02T08:22:36Z,rusak rusak
@Apidz-IX,"Oji Wahyudi 🤣🤣🤣🤣🤣,mana digrup fb timpa teks banyak versinya lagi 😭😭🤣🤣🤣🤣🤣",0,2025-07-02T07:50:58Z,oji wahyudi mana digrup fb timpa teks banyak versinya lagi
@ZenvyCh,"sebagai streamer roblox senang bisa rame, dan aku cuma nganggap ini joke aja, yakali ada orang beneran sange an ama roblox bjir😭",0,2025-07-02T07:42:52Z,sebagai streamer roblox senang bisa rame dan aku cuma nganggap ini joke aja yakali ada orang beneran sange an ama roblox bjir
@Princeofsand-d4r,Kotak kotak Cok!!😅😅,1,2025-07-02T07:40:57Z,kotak kotak cok
@RyuuzakiZanagi,Masih mending ngehayal nikah ama waifu dari pada sange ama karakter game yg bahkan hampir kotak kotak kek menkrep 😐,0,2025-07-02T07:38:00Z,masih mending ngehayal nikah ama waifu dari pada sange ama karakter game yg bahkan hampir kotak kotak kek menkrep
@Martinoballs,Mmk lahh. Kebuka dikit di bilang porno😁,0,2025-07-02T07:30:52Z,mmk lahh kebuka dikit di bilang porno
@Dreamm551,Infokan foto foto nya dari mana bang?,0,2025-07-02T07:22:48Z,infokan foto foto nya dari mana bang
@Akbar-zp1jj,"Ada banyak chart dari Genshin,ZZZ,Honkai tapi kenapa harus Roblox cok😭",0,2025-07-02T07:20:36Z,ada banyak chart dari genshin zzz honkai tapi kenapa harus roblox cok
@banxderslebew9124,"yg salah ni pemain nya, Jan bikin orang bernafsu pada fantasi kalian, fetis orng beda2 bukan suka furry, Minecraft😂,, pada inti nya klo ngk mau bikin orng birahi Jan mancing aj",0,2025-07-02T07:10:40Z,yg salah ni pemain nya jan bikin orang bernafsu pada fantasi kalian fetis orng beda2 bukan suka furry minecraft pada inti nya klo ngk mau bikin orng birahi jan mancing aj
@gemini924,"aku yang main roblox karena ada clan roblox di Alternate Battleground Be like :
kukira ramai karena nostalgia, ternyata karena avatar cewek😮‍💨😮‍💨😮‍💨",3,2025-07-02T07:09:47Z,aku yang main roblox karena ada clan roblox di alternate battleground be like kukira ramai karena nostalgia ternyata karena avatar cewek
@kalakunmeme493,"""antum birahi sama kartun"" moment",0,2025-07-02T07:08:32Z,antum birahi sama kartun moment
@RADENKECE,mending jadi petani grow a garden😂,0,2025-07-02T06:54:35Z,mending jadi petani grow a garden
@FORGOTTEN_FIXED,"Aku main roblox, tapi aku gk liat itu, aku main roblox karna temen aku main juga, kan malas juga main ML kalah mulu🗿",0,2025-07-02T06:52:54Z,aku main roblox tapi aku gk liat itu aku main roblox karna temen aku main juga kan malas juga main ml kalah mulu
@KingWhite010,Yang gak main Roblox bilek:ho🗿,0,2025-07-02T06:51:10Z,yang gak main roblox bilek ho
@Stay_Halal1141,"Ayoalah bun itu ame tqrget ke ank anak
Orang indo udh ngerusak gme roblox am ava yg sus , gua maen roblox dlu tenaaaang aj sekarang org org udh pada aneh semua caboel , biruahi pulak , anak kls 3 sd aja udh bisa ngehina yttm ama miskin gila gk tuh . Masih mending maen ama orang luar dri pada orang indo sendiri , buat bljr b inggris juga",1,2025-07-02T06:49:30Z,ayoalah bun itu ame tqrget ke ank anak orang indo udh ngerusak gme roblox am ava yg sus gua maen roblox dlu tenaaaang aj sekarang org org udh pada aneh semua caboel biruahi pulak anak kls 3 sd aja udh bisa ngehina yttm ama miskin gila gk tuh masih mending maen ama orang luar dri pada orang indo sendiri buat bljr b inggris juga
@Aal-l2g,Dan temannya oji wahyudi pun sampai bikin status sambil vn kalo dia heran kok ada aja yang ange sama ava game😂,0,2025-07-02T06:45:35Z,dan temannya oji wahyudi pun sampai bikin status sambil vn kalo dia heran kok ada aja yang ange sama ava game
@Galaksinya_,Bro adalah Pasian RSJ,0,2025-07-02T06:45:10Z,bro adalah pasian rsj
@MichaelTCFREEPALESTINE,Biasa aja itu sama aja kek samge ama kartun dan game,0,2025-07-02T06:33:20Z,biasa aja itu sama aja kek samge ama kartun dan game
@serigala-tersakiti,Penyakit gila tak tertolong kan,0,2025-07-02T06:26:33Z,penyakit gila tak tertolong kan
@CHIKIFORTUNE,Game yg dlu dibuat untuk edukasi dan sekarang sudah tidak lagi😢,0,2025-07-02T06:19:09Z,game yg dlu dibuat untuk edukasi dan sekarang sudah tidak lagi
@Zenji-sama,Bro sungguh crazy 💀,0,2025-07-02T06:17:38Z,bro sungguh crazy
@Brackanimators,Itu org ny birahi berat SDM rendah😂😂😂,0,2025-07-02T06:12:55Z,itu org ny birahi berat sdm rendah
@fathiribrahim-h2z,"Kuntum
farm nya udh di",1,2025-07-02T05:59:55Z,kuntum farm nya udh di
@FarizYeager1,Mending Gua Main Free Fire Dari Pada Ternodai🗿,0,2025-07-02T05:58:06Z,mending gua main free fire dari pada ternodai
@yusufhanifah4550,Ts Js pmo fr I miss 2018 era fr,0,2025-07-02T05:55:58Z,ts js pmo fr i miss 2018 era fr
@Skyvye1,Antum birahi dengan kubus😡,0,2025-07-02T05:55:08Z,antum birahi dengan kubus
@Ganis_kingg,:D,0,2025-07-02T05:53:33Z,d
@raynarfarzan653,Wah tadi yang foto chat itu udah gak waras kok bisa gitu sama karakter roblox kalo ngajak main gara gara banyak yang sseru sama nemu game yang bagus normal lah tapi kalau gitu udah gak bener,0,2025-07-02T05:52:37Z,wah tadi yang foto chat itu udah gak waras kok bisa gitu sama karakter roblox kalo ngajak main gara gara banyak yang sseru sama nemu game yang bagus normal lah tapi kalau gitu udah gak bener
@kiyoshioga,Oji wahyudi 😂,0,2025-07-02T05:51:38Z,oji wahyudi
@Infero_Cool,Padahal tuhan gak kurang kurang/banyak ciptain perempuan buat jadi pasangan lu.Lah lu malah birahi sama karakter game🗿,1,2025-07-02T05:48:10Z,padahal tuhan gak kurang kurang banyak ciptain perempuan buat jadi pasangan lu lah lu malah birahi sama karakter game
@YuraNoirID,Gooning 🤣🤣,0,2025-07-02T05:47:40Z,gooning
@org_gabut73648,"Yg buat lah, yg suka lah, sama sama gila ...
 mungkin mereka sudah tidak waras lagi 🗿",0,2025-07-02T05:45:18Z,yg buat lah yg suka lah sama sama gila mungkin mereka sudah tidak waras lagi
@BAXIBOX,Yhaha😂,0,2025-07-02T05:39:46Z,yhaha
@callmefajril,kalo di bilang suka ya normal normal aja selagi jangan di jadiin bacol,0,2025-07-02T05:37:57Z,kalo di bilang suka ya normal normal aja selagi jangan di jadiin bacol
@the_vanxtroit,"Wah,make tu orang",1,2025-07-02T05:30:22Z,wah make tu orang
@NatanPrambon,Hell nah birahi sama avatar rolnuk,0,2025-07-02T05:21:25Z,hell nah birahi sama avatar rolnuk
@MR.Riverz,B aja gw mah  orang nya aja kali yang stress,1,2025-07-02T05:14:50Z,b aja gw mah orang nya aja kali yang stress
@Ilham_Bay,"""Kenapa harus roblox COKKK""       -Pria misterius",0,2025-07-02T05:14:09Z,kenapa harus roblox cokkk pria misterius
@infinixroblox,finally roblox cuy,0,2025-07-02T05:14:04Z,finally roblox cuy
@Ridwan-u3o,Fetish baru,0,2025-07-02T05:11:19Z,fetish baru
@Nolan-xryy01,"Liat avatar doang bisa sange, udh gila tu orang😂",0,2025-07-02T05:08:18Z,liat avatar doang bisa sange udh gila tu orang
@YuliAna-x4b3f,Gua mending gua nonton guest saja dari pada vidio itu,0,2025-07-02T05:07:26Z,gua mending gua nonton guest saja dari pada vidio itu
@ABHISTASPEED,"Ini bukan kasus terparah, kasus terparah ada di game minecraft🗿",0,2025-07-02T05:04:59Z,ini bukan kasus terparah kasus terparah ada di game minecraft
@BimaNyu-hp,Wa aku sampai giler omggggggg yiahh yametehh😊,0,2025-07-02T05:04:54Z,wa aku sampai giler omggggggg yiahh yametehh
@beginner-CUX01,Lebih baik tidak tahu,0,2025-07-02T05:03:33Z,lebih baik tidak tahu
@ReyAlphaexe,Gua main roblox sih gara gara seru ada banyak game di roblox gua heran dengan anak roblox zama sekarang 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,0,2025-07-02T04:59:48Z,gua main roblox sih gara gara seru ada banyak game di roblox gua heran dengan anak roblox zama sekarang
@Werli.n,Mending gw jadi garou,0,2025-07-02T04:56:44Z,mending gw jadi garou
@PangfungAnthemrar,Nah ente mau birahi ama karakter Roblox ☠️,0,2025-07-02T04:56:32Z,nah ente mau birahi ama karakter roblox
@arqaalwin,Benjir di buwat riviu nya juga jir ❤ ori wahyudi,0,2025-07-02T04:55:54Z,benjir di buwat riviu nya juga jir ori wahyudi
@Keii_pretty,Mending nntn aot🗿,0,2025-07-02T04:53:47Z,mending nntn aot
@Wthel_3,Gua main roblox cuma mau seru-seruan aja bang😊,0,2025-07-02T04:52:48Z,gua main roblox cuma mau seru seruan aja bang
@Benhurgaming,Alamak najisnya,0,2025-07-02T04:51:45Z,alamak najisnya
@665gnal,"Lu liat bikin nganceng kan😂
""Kata bocil di wa""",0,2025-07-02T04:51:04Z,lu liat bikin nganceng kan kata bocil di wa
@jjpkxd,Bang gw aslinya GK suka sih main sama cewek apalagi di game gw aja GK sopan sama  ortu apalagi cewek  gw main di PS aja,0,2025-07-02T04:50:45Z,bang gw aslinya gk suka sih main sama cewek apalagi di game gw aja gk sopan sama ortu apalagi cewek gw main di ps aja
@KevLar-i9v,Gua nggak terta Rik😊,0,2025-07-02T04:49:24Z,gua nggak terta rik
@Eireng,Ah normal ini mah😂😂,0,2025-07-02T04:48:14Z,ah normal ini mah
@dabedo27,"sementara gw

-main jadi bajak laut  (blox fruit)
-jadi petani  (grow a garden)
-naik kereta sambil bunuh zombie (dead rails)
-main fps 2 vs 2 (rivals)
-tarung pakek kekuatan anime (the strongest battle ground)


lo pikir gw peduli sama avatar!!!!!!!!!!!!!!!",0,2025-07-02T04:47:15Z,sementara gw main jadi bajak laut blox fruit jadi petani grow a garden naik kereta sambil bunuh zombie dead rails main fps 2 vs 2 rivals tarung pakek kekuatan anime the strongest battle ground lo pikir gw peduli sama avatar
@dandi6779,Ahh normal inimah,0,2025-07-02T04:45:09Z,ahh normal inimah
@muchamadteguh4177,"Dibawa santai, palingan itu avatar di buru buat hode2 😂",1,2025-07-02T04:44:52Z,dibawa santai palingan itu avatar di buru buat hode2
@FuckOff23-w4d,Masih mending stellar blade gw sange jir bentuk 3d dengan postur badan yg realistis dripada roblok mah jir,0,2025-07-02T04:31:55Z,masih mending stellar blade gw sange jir bentuk 3d dengan postur badan yg realistis dripada roblok mah jir
@TutorialAndGame4,Aku ada versi ai nya 😜,0,2025-07-02T04:31:00Z,aku ada versi ai nya
@Noob27-r2o,Aku ya ga tahu kalo ada char kaya gini di roblox (aku ga main)🗿,2,2025-07-02T04:27:26Z,aku ya ga tahu kalo ada char kaya gini di roblox aku ga main
@ZFV-q1r,mendingan gw pake ava gw sendiri,0,2025-07-02T04:21:28Z,mendingan gw pake ava gw sendiri
@suskiryu,Hell nawh jadi banyak Gooner gini di road block💀,7,2025-07-02T04:21:03Z,hell nawh jadi banyak gooner gini di road block
@BerthlyNgilamele,"Gw aja maen roblox, karna ngecheat, awok awok awok, pengguna delta=exploiter 🤫🧏",1,2025-07-02T04:20:16Z,gw aja maen roblox karna ngecheat awok awok awok pengguna delta exploiter
@MuhammadMisbahulmunir-u4h,Bang bahas anime jojo Blizzard adventure,0,2025-07-02T04:16:35Z,bang bahas anime jojo blizzard adventure
@sngd_begitulah,Makin ngawur nih org org 😂,2,2025-07-02T04:14:55Z,makin ngawur nih org org
@yasaja-x2d,Oji wahyudi kebelet ama Avatar Roblox wkwkkwk,8,2025-07-02T04:13:08Z,oji wahyudi kebelet ama avatar roblox wkwkkwk
@muhammadridwan2241,Bocah itu sepertinya belum pernah bertemu dengan kucing peduli dan ipo chan🗿,50,2025-07-02T04:12:21Z,bocah itu sepertinya belum pernah bertemu dengan kucing peduli dan ipo chan
@FatahAlfatah-r9r,Gw main roblox karena ada grow a garden,0,2025-07-02T04:09:44Z,gw main roblox karena ada grow a garden
@ZaldiKurniawan,Mending main map battlegrounds dan jadi petani,0,2025-07-02T04:06:45Z,mending main map battlegrounds dan jadi petani
@SelviAna-v7k,😂😂😂😂😂Hhhhh  apan  tuajir  bisaaja,0,2025-07-02T04:05:59Z,hhhhh apan tuajir bisaaja
@ZakiakiAKI,Apakah anda birahi sama avatar roblox?,0,2025-07-02T04:05:16Z,apakah anda birahi sama avatar roblox
@Ruri_Biawak,"Makin Ngawur dah nafsu Manusia Zaman sekarang 

Kagak Heran Dah kalau Di Masa depan Ada yg Nafsu ama Eee apa ya? pou kali",0,2025-07-02T04:04:43Z,makin ngawur dah nafsu manusia zaman sekarang kagak heran dah kalau di masa depan ada yg nafsu ama eee apa ya pou kali
@kovlaaismine,intinya hampir semua player roblok setengah caboel😂,1,2025-07-02T04:02:14Z,intinya hampir semua player roblok setengah caboel
@NuggUhuyyy,Anda birahi dengan char roblox?? Anda sudah gila 😂,455,2025-07-02T04:01:05Z,anda birahi dengan char roblox anda sudah gila
@ayano3225,memeng main Roblox bikin gablok😂,1,2025-07-02T03:52:49Z,memeng main roblox bikin gablok
@Alwiverse,Bukan bang karena Roblox ada 40Miliar lebih game atau game grow a garden,0,2025-07-02T03:50:44Z,bukan bang karena roblox ada 40miliar lebih game atau game grow a garden
@AryaSatya-f3g,Aku juga mw😋,0,2025-07-02T03:47:40Z,aku juga mw
@Bimzznoelite205,Udah nggak ketolong si 🗿,0,2025-07-02T03:46:25Z,udah nggak ketolong si
@cuma_malezzxt,Anda birahi sama avatar roblox😂,2,2025-07-02T03:43:55Z,anda birahi sama avatar roblox
@FATIH2016-s5f,Gw GK main Roblox game haram,1,2025-07-02T03:42:36Z,gw gk main roblox game haram
@FATIH2016-s5f,Roblox game haram bjir,1,2025-07-02T03:42:14Z,roblox game haram bjir
@NG-Z18,"Ah, itumah orang gila yang salah tubuh🗿",1,2025-07-02T03:40:29Z,ah itumah orang gila yang salah tubuh
@NPC178-f4b,Menurut aku gak normal bg,1,2025-07-02T03:40:16Z,menurut aku gak normal bg
@irfan12_ZL,Memang Roblox game penuh viralnya,1,2025-07-02T03:39:00Z,memang roblox game penuh viralnya
@tedjoas,Gua lebih setuju orang nikah sama anime,0,2025-07-02T03:38:45Z,gua lebih setuju orang nikah sama anime
@YTBORTOD_KW,gw main Roblox tapi main blox fruit,0,2025-07-02T03:38:10Z,gw main roblox tapi main blox fruit
@Jesen135,Lah kukira karena game grow a garden,0,2025-07-02T03:37:35Z,lah kukira karena game grow a garden
@Kenneth-k9r,Dibawa santai aja b aja gua mah main Roblox cuma main kaya gitu doang,0,2025-07-02T03:35:53Z,dibawa santai aja b aja gua mah main roblox cuma main kaya gitu doang
@ismalajha1605,"BERARTI TUH BOCIL MASIH BELUM TERJERUMUS VIDEO FOURNO ANDAI DIA TAU VIDEO FOURNO MUNGKIN PAS DIA LIHAT KARAKTER² KAYAK GINI ""AHH MEMBOSANKAN""",32,2025-07-02T03:35:45Z,berarti tuh bocil masih belum terjerumus video fourno andai dia tau video fourno mungkin pas dia lihat karakter kayak gini ahh membosankan
@qothrus,"Nggak bisa nyalahin, toh gua juga berkhayal nikahin waifu gua",0,2025-07-02T03:34:58Z,nggak bisa nyalahin toh gua juga berkhayal nikahin waifu gua
@hayaky73,Di game cantik di real life......,156,2025-07-02T03:34:23Z,di game cantik di real life
@Siwibugaboed,GK normal jir💀,0,2025-07-02T03:30:33Z,gk normal jir
@MichaelRooroh-c7q,gw aja main Roblox Cuman Gara-gara Parkour buat Fast hand🗿,4,2025-07-02T03:30:15Z,gw aja main roblox cuman gara gara parkour buat fast hand
@foren212,Daripada nonton yg gituan mendingan jadi petani aja😂😂😂,238,2025-07-02T03:26:06Z,daripada nonton yg gituan mendingan jadi petani aja
@RAGNAROKFW,Kalo aku sih karena game peta peta🗿,0,2025-07-02T03:25:49Z,kalo aku sih karena game peta peta
@kusurscientist56,Bro gooning sama avatar roblox💀☠️,22,2025-07-02T03:25:27Z,bro gooning sama avatar roblox
@KRATOS_...,"Diajak becanda aja tu, masa iya sanguk sama karakter begituan orang indo?",0,2025-07-02T03:24:32Z,diajak becanda aja tu masa iya sanguk sama karakter begituan orang indo
@kazumaxd8649,udh ku blng game ini gila,0,2025-07-02T03:21:17Z,udh ku blng game ini gila
@Rexxzzr,damn🥀💔,0,2025-07-02T03:18:12Z,damn
@Aldous-e3k,hell nah 💀💀,0,2025-07-02T03:16:40Z,hell nah
@Abdan_ElFatih,Kok bahas game bang apa ga bahas anime atack on titan,0,2025-07-02T03:14:21Z,kok bahas game bang apa ga bahas anime atack on titan
@junsin4348,Aku yakin mereka suka Avatar ini orang stress,0,2025-07-02T03:14:15Z,aku yakin mereka suka avatar ini orang stress
@badang-w3e,Astagfirullah itu cuma geme loh sumpah 😅😅😅,0,2025-07-02T03:13:37Z,astagfirullah itu cuma geme loh sumpah
@BagasBahtiar-di5xg,"Kata gue, cuman orang setres yg fetish ama karakter roblox",0,2025-07-02T03:12:05Z,kata gue cuman orang setres yg fetish ama karakter roblox
@keanuragil6652,Ganormal💀,1,2025-07-02T03:11:57Z,ganormal
@indradra1918,bang kok tumben bahas roblox bukan anime,0,2025-07-02T03:11:10Z,bang kok tumben bahas roblox bukan anime
@DrawAeroAviationID,Bahkan karakter game anak anak malah dijadiin seksi ✋💀🤚,0,2025-07-02T03:10:37Z,bahkan karakter game anak anak malah dijadiin seksi
@EndanGaming,hell nah broo 🥀💔,0,2025-07-02T03:10:32Z,hell nah broo
@Firdaus21-02,What antum birahi sama Avatar Roblox 💀,80,2025-07-02T03:09:38Z,what antum birahi sama avatar roblox
@NicoDJoyboy,uda ganti server ke game roblox kah min anime?,0,2025-07-02T03:09:18Z,uda ganti server ke game roblox kah min anime
@rifqysanjaya6196,Kenapa art style yang diawal....ah sudahlah,0,2025-07-02T03:05:31Z,kenapa art style yang diawal ah sudahlah
@YulianWang77,💔💔🥀🥀,0,2025-07-02T03:05:16Z,
@renzz5487,Banyak yg Sussy baka bruhh,0,2025-07-02T03:05:09Z,banyak yg sussy baka bruhh
@nfy_xz,TIIIKKKK TOOKKKK,0,2025-07-02T03:04:15Z,tiiikkkk tookkkk
@Salindo_2023,🗿,0,2025-07-02T03:03:59Z,
@RIZZCHANNEL-g8f,Bang kalau Sasha masih hidup sampai rumbling apa yang dia lakukan,0,2025-07-02T03:03:45Z,bang kalau sasha masih hidup sampai rumbling apa yang dia lakukan
@NavzyterXD,💔🥀,0,2025-07-02T03:02:15Z,
@UchihaItachi-x6m,Halo bang 🎉😊,0,2025-07-02T03:01:38Z,halo bang
