Username,Review Text,Likes,Date,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
@rayyanrafif4347,mana tahan 😋,0,2025-07-04T01:36:41Z,mana tahan ,mana tahan ,mana tahan,"['mana', 'tahan']",['tahan'],tahan,Netral
@OttoVonspielberg,Oji wahyudi 😂😂😂,0,2025-07-03T18:08:03Z,Oji wahyudi ,oji wahyudi ,oji wahyudi,"['oji', 'wahyudi']","['oji', 'wahyudi']",oji wahyudi,Netral
@SmoolEi,Ad versi bok- nya ga? Brp gb kalok ada?,0,2025-07-03T15:57:27Z,Ad versi bok nya ga Brp gb kalok ada,ad versi bok nya ga brp gb kalok ada,ada versi bok ya tidak berapa gb kalau ada,"['ada', 'versi', 'bok', 'ya', 'tidak', 'berapa', 'gb', 'kalau', 'ada']","['versi', 'bok', 'ya', 'gb']",versi bok ya gb,Positif
@askagibran6520,Roblox sekarang bukan geme untuk anak anak,0,2025-07-03T12:28:24Z,Roblox sekarang bukan geme untuk anak anak,roblox sekarang bukan geme untuk anak anak,roblox sekarang bukan geme untuk anak anak,"['roblox', 'sekarang', 'bukan', 'geme', 'untuk', 'anak', 'anak']","['roblox', 'geme', 'anak', 'anak']",roblox geme anak anak,Negatif
@NoobCoc-k7p,Pantes sekarang kalo main ada batas usia sekarang dulu kan ga ada🗿,0,2025-07-03T11:26:39Z,Pantes sekarang kalo main ada batas usia sekarang dulu kan ga ada,pantes sekarang kalo main ada batas usia sekarang dulu kan ga ada,pantas sekarang kalau main ada batas usia sekarang dulu kan tidak ada,"['pantas', 'sekarang', 'kalau', 'main', 'ada', 'batas', 'usia', 'sekarang', 'dulu', 'kan', 'tidak', 'ada']","['main', 'batas', 'usia']",main batas usia,Negatif
@abidzaralfatih-u3f,Main Roblox si boleh tapi jangan birahi juga,0,2025-07-03T11:17:43Z,Main Roblox si boleh tapi jangan birahi juga,main roblox si boleh tapi jangan birahi juga,main roblox sih boleh tapi jangan birahi juga,"['main', 'roblox', 'sih', 'boleh', 'tapi', 'jangan', 'birahi', 'juga']","['main', 'roblox', 'sih', 'birahi']",main roblox sih birah,Negatif
@abidzaralfatih-u3f,Gue pengen ketawa anjir,0,2025-07-03T11:17:27Z,Gue pengen ketawa anjir,gue pengen ketawa anjir,gue pengin ketawa anjir,"['gue', 'pengin', 'ketawa', 'anjir']","['gue', 'pengin', 'ketawa', 'anjir']",gue pengin ketawa anjir,Positif
@cadalchan,"Biasa aja ah Avatar nya 
Mending punya pacar Solehah, rajin,penurut,bisa masak,dan yg paling penting bisa main ml sama gw 😂",0,2025-07-03T10:40:27Z,"Biasa aja ah Avatar nya 
Mending punya pacar Solehah rajinpenurutbisa masakdan yg paling penting bisa main ml sama gw ","biasa aja ah avatar nya 
mending punya pacar solehah rajinpenurutbisa masakdan yg paling penting bisa main ml sama gw ",biasa saja ah avatar ya mending punya pacar solehah rajinpenurutbisa masakdan yang paling penting bisa main ml sama gue,"['biasa', 'saja', 'ah', 'avatar', 'ya', 'mending', 'punya', 'pacar', 'solehah', 'rajinpenurutbisa', 'masakdan', 'yang', 'paling', 'penting', 'bisa', 'main', 'ml', 'sama', 'gue']","['ah', 'avatar', 'ya', 'mending', 'pacar', 'solehah', 'rajinpenurutbisa', 'masakdan', 'main', 'ml', 'gue']",ah avatar ya mending pacar solehah rajinpenurutbisa masakdan main ml gue,Positif
@dandadandi,Player roblox sekarang udah melenceng,1,2025-07-03T09:20:22Z,Player roblox sekarang udah melenceng,player roblox sekarang udah melenceng,player roblox sekarang sudah melenceng,"['player', 'roblox', 'sekarang', 'sudah', 'melenceng']","['player', 'roblox', 'melenceng']",player roblox lenceng,Netral
@ismailiwankalashnikov710,"Aduhai ini game isinya bocil bocil loh
Gw pernah ketemu player Avatar kayak gitu umur nya 10 tahun jir
Mana pacaran sama orang random💀",0,2025-07-03T06:05:53Z,"Aduhai ini game isinya bocil bocil loh
Gw pernah ketemu player Avatar kayak gitu umur nya  tahun jir
Mana pacaran sama orang random","aduhai ini game isinya bocil bocil loh
gw pernah ketemu player avatar kayak gitu umur nya  tahun jir
mana pacaran sama orang random",aduhai ini game isinya bocil bocil loh gue pernah ketemu player avatar kayak begitu umur ya tahun jir mana pacaran sama orang random,"['aduhai', 'ini', 'game', 'isinya', 'bocil', 'bocil', 'loh', 'gue', 'pernah', 'ketemu', 'player', 'avatar', 'kayak', 'begitu', 'umur', 'ya', 'tahun', 'jir', 'mana', 'pacaran', 'sama', 'orang', 'random']","['aduhai', 'game', 'isinya', 'bocil', 'bocil', 'loh', 'gue', 'ketemu', 'player', 'avatar', 'kayak', 'umur', 'ya', 'jir', 'pacaran', 'orang', 'random']",aduhai game isi bocil bocil loh gue ketemu player avatar kayak umur ya jir pacar orang random,Positif
@Beneddetta-b9n9w,wanjr di bahas dong😭,0,2025-07-03T05:00:23Z,wanjr di bahas dong,wanjr di bahas dong,wanjr di bahas dong,"['wanjr', 'di', 'bahas', 'dong']","['wanjr', 'bahas']",wanjr bahas,Positif
@NoisiV29,Gara gara grow a garden ga sih,1,2025-07-03T04:49:36Z,Gara gara grow a garden ga sih,gara gara grow a garden ga sih,gara gara grow a garden tidak sih,"['gara', 'gara', 'grow', 'a', 'garden', 'tidak', 'sih']","['gara', 'gara', 'grow', 'a', 'garden', 'sih']",gara gara grow a garden sih,Negatif
@inoymnka,kesukaan oji wahyudi😹😹,0,2025-07-03T04:17:12Z,kesukaan oji wahyudi,kesukaan oji wahyudi,kesukaan oji wahyudi,"['kesukaan', 'oji', 'wahyudi']","['kesukaan', 'oji', 'wahyudi']",suka oji wahyudi,Netral
@yogiamanda5094,Stress,0,2025-07-03T04:17:11Z,Stress,stress,stres,['stres'],['stres'],stres,Negatif
@BUNTALTWERBANG,Roblox udah gak gak toleran ana bocil,0,2025-07-03T04:13:30Z,Roblox udah gak gak toleran ana bocil,roblox udah gak gak toleran ana bocil,roblox sudah tidak tidak toleran ana bocil,"['roblox', 'sudah', 'tidak', 'tidak', 'toleran', 'ana', 'bocil']","['roblox', 'toleran', 'ana', 'bocil']",roblox toleran ana bocil,Netral
@EL_ExpLord_284,"Hey yoooo, chill aut broo",0,2025-07-03T04:12:25Z,Hey yoooo chill aut broo,hey yoooo chill aut broo,hey yoooo chill aut broo,"['hey', 'yoooo', 'chill', 'aut', 'broo']","['hey', 'yoooo', 'chill', 'aut', 'broo']",hey yoooo chill aut broo,Netral
@triq_0130,untung gw main gegara mau main GAG🗿,1,2025-07-03T03:47:03Z,untung gw main gegara mau main GAG,untung gw main gegara mau main gag,untung gue main gegara mau main tidak,"['untung', 'gue', 'main', 'gegara', 'mau', 'main', 'tidak']","['untung', 'gue', 'main', 'gegara', 'main']",untung gue main gegara main,Negatif
@XiaoHereee,Karakter roblox sekarang vulgar bet anjir😹,0,2025-07-03T03:42:04Z,Karakter roblox sekarang vulgar bet anjir,karakter roblox sekarang vulgar bet anjir,karakter roblox sekarang vulgar banget anjir,"['karakter', 'roblox', 'sekarang', 'vulgar', 'banget', 'anjir']","['karakter', 'roblox', 'vulgar', 'banget', 'anjir']",karakter roblox vulgar banget anjir,Netral
@setanlu-t1k,hell nah💀,0,2025-07-03T03:14:15Z,hell nah,hell nah,hell nah,"['hell', 'nah']",['hell'],hell,Netral
@afnansukafreefire,"Yang suka roblox
👇",0,2025-07-03T03:07:26Z,"Yang suka roblox
","yang suka roblox
",yang suka roblox,"['yang', 'suka', 'roblox']","['suka', 'roblox']",suka roblox,Netral
@rezamaulana7810,Birahi pada roblox 😂 apakah kalian sudah tidak waras,0,2025-07-03T02:16:51Z,Birahi pada roblox  apakah kalian sudah tidak waras,birahi pada roblox  apakah kalian sudah tidak waras,birahi pada roblox apakah kalian sudah tidak waras,"['birahi', 'pada', 'roblox', 'apakah', 'kalian', 'sudah', 'tidak', 'waras']","['birahi', 'roblox', 'waras']",birah roblox waras,Negatif
@DEKY_SZ,"kalo dibilang gak normal, ya emang gak normal. tapi mendingan dibawa santai saja, lagian birahi sama karakter game gak jarang juga. ada yang birahi sama 2B atau mungkin karakter dari game lain, hal kayak gini tuh emang gak normal. tapi giliran ada yang birahi sama avatar Roblox baru koar-koar, padahal birahi sama karakter game udah bisa dibilang umum banget",0,2025-07-03T02:14:21Z,kalo dibilang gak normal ya emang gak normal tapi mendingan dibawa santai saja lagian birahi sama karakter game gak jarang juga ada yang birahi sama B atau mungkin karakter dari game lain hal kayak gini tuh emang gak normal tapi giliran ada yang birahi sama avatar Roblox baru koarkoar padahal birahi sama karakter game udah bisa dibilang umum banget,kalo dibilang gak normal ya emang gak normal tapi mendingan dibawa santai saja lagian birahi sama karakter game gak jarang juga ada yang birahi sama b atau mungkin karakter dari game lain hal kayak gini tuh emang gak normal tapi giliran ada yang birahi sama avatar roblox baru koarkoar padahal birahi sama karakter game udah bisa dibilang umum banget,kalau dibilang tidak normal ya memang tidak normal tapi mendingan dibawa santai saja lagian birahi sama karakter game tidak jarang juga ada yang birahi sama b atau mungkin karakter dari game lain hal kayak begini tuh memang tidak normal tapi giliran ada yang birahi sama avatar roblox baru koarkoar padahal birahi sama karakter game sudah bisa dibilang umum banget,"['kalau', 'dibilang', 'tidak', 'normal', 'ya', 'memang', 'tidak', 'normal', 'tapi', 'mendingan', 'dibawa', 'santai', 'saja', 'lagian', 'birahi', 'sama', 'karakter', 'game', 'tidak', 'jarang', 'juga', 'ada', 'yang', 'birahi', 'sama', 'b', 'atau', 'mungkin', 'karakter', 'dari', 'game', 'lain', 'hal', 'kayak', 'begini', 'tuh', 'memang', 'tidak', 'normal', 'tapi', 'giliran', 'ada', 'yang', 'birahi', 'sama', 'avatar', 'roblox', 'baru', 'koarkoar', 'padahal', 'birahi', 'sama', 'karakter', 'game', 'sudah', 'bisa', 'dibilang', 'umum', 'banget']","['dibilang', 'normal', 'ya', 'normal', 'mendingan', 'dibawa', 'santai', 'birahi', 'karakter', 'game', 'jarang', 'birahi', 'b', 'karakter', 'game', 'kayak', 'tuh', 'normal', 'giliran', 'birahi', 'avatar', 'roblox', 'koarkoar', 'birahi', 'karakter', 'game', 'dibilang', 'banget']",bilang normal ya normal mending bawa santai birah karakter game jarang birah b karakter game kayak tuh normal gilir birah avatar roblox koarkoar birah karakter game bilang banget,Positif
@darkangels9080,Kenapa admin bahas ini woylah😂😂😂,0,2025-07-03T02:12:57Z,Kenapa admin bahas ini woylah,kenapa admin bahas ini woylah,kenapa admin bahas ini woylah,"['kenapa', 'admin', 'bahas', 'ini', 'woylah']","['admin', 'bahas', 'woylah']",admin bahas woylah,Positif
@Lokingsometisbatteer,"Awokawokawok ,binal ama paha kotak🤣",0,2025-07-03T00:54:26Z,Awokawokawok binal ama paha kotak,awokawokawok binal ama paha kotak,awokawokawok binal sama paha kotak,"['awokawokawok', 'binal', 'sama', 'paha', 'kotak']","['awokawokawok', 'binal', 'paha', 'kotak']",awokawokawok binal paha kotak,Negatif
@wildriftranger,Game sesat kumpulan para bocil😂😂😂😂,0,2025-07-03T00:21:07Z,Game sesat kumpulan para bocil,game sesat kumpulan para bocil,game sesat kumpulan para bocil,"['game', 'sesat', 'kumpulan', 'para', 'bocil']","['game', 'sesat', 'kumpulan', 'bocil']",game sesat kumpul bocil,Netral
@YulianaYuli-np7kp,Cantik sih tapi kalo birahi sama karakter lu gila sumpah mending lu main ff terus ml cari cewek reall dari pada lu birahi sama karakter Roblox GK jelas walaupun cantik ya gila lu saya aslinya dua orang 🐙,0,2025-07-02T23:59:42Z,Cantik sih tapi kalo birahi sama karakter lu gila sumpah mending lu main ff terus ml cari cewek reall dari pada lu birahi sama karakter Roblox GK jelas walaupun cantik ya gila lu saya aslinya dua orang ,cantik sih tapi kalo birahi sama karakter lu gila sumpah mending lu main ff terus ml cari cewek reall dari pada lu birahi sama karakter roblox gk jelas walaupun cantik ya gila lu saya aslinya dua orang ,cantik sih tapi kalau birahi sama karakter kamu gila sumpah mending kamu main ff terus ml cari cewek reall dari pada kamu birahi sama karakter roblox tidak jelas walaupun cantik ya gila kamu saya aslinya dua orang,"['cantik', 'sih', 'tapi', 'kalau', 'birahi', 'sama', 'karakter', 'kamu', 'gila', 'sumpah', 'mending', 'kamu', 'main', 'ff', 'terus', 'ml', 'cari', 'cewek', 'reall', 'dari', 'pada', 'kamu', 'birahi', 'sama', 'karakter', 'roblox', 'tidak', 'jelas', 'walaupun', 'cantik', 'ya', 'gila', 'kamu', 'saya', 'aslinya', 'dua', 'orang']","['cantik', 'sih', 'birahi', 'karakter', 'gila', 'sumpah', 'mending', 'main', 'ff', 'ml', 'cari', 'cewek', 'reall', 'birahi', 'karakter', 'roblox', 'cantik', 'ya', 'gila', 'aslinya', 'orang']",cantik sih birah karakter gila sumpah mending main ff ml cari cewek reall birah karakter roblox cantik ya gila asli orang,Negatif
@abdul-zy3dw,Kalau gw sih Kya 😋,0,2025-07-02T23:52:36Z,Kalau gw sih Kya ,kalau gw sih kya ,kalau gue sih kaya,"['kalau', 'gue', 'sih', 'kaya']","['gue', 'sih', 'kaya']",gue sih kaya,Netral
@abdul-zy3dw,Ente nafsu sama sama kotak kotak 😡,0,2025-07-02T23:52:19Z,Ente nafsu sama sama kotak kotak ,ente nafsu sama sama kotak kotak ,ente nafsu sama sama kotak kotak,"['ente', 'nafsu', 'sama', 'sama', 'kotak', 'kotak']","['ente', 'nafsu', 'kotak', 'kotak']",ente nafsu kotak kotak,Negatif
@NoLake4465,I'm bricked,0,2025-07-02T23:50:48Z,Im bricked,im bricked,im bricked,"['im', 'bricked']","['im', 'bricked']",im bricked,Netral
@adekurniawan187,"Sumpah kangen Roblox dulu jadinya soalnya gaada yang toxic,sexy dan🤨 oke Taulah ya,kalo kalian lihat karakter kek apa yang kalian lakukan?
Kalo gw..... AK-47 sudah ditangan",0,2025-07-02T23:49:50Z,"Sumpah kangen Roblox dulu jadinya soalnya gaada yang toxicsexy dan oke Taulah yakalo kalian lihat karakter kek apa yang kalian lakukan
Kalo gw AK sudah ditangan","sumpah kangen roblox dulu jadinya soalnya gaada yang toxicsexy dan oke taulah yakalo kalian lihat karakter kek apa yang kalian lakukan
kalo gw ak sudah ditangan",sumpah kangen roblox dulu jadinya soalnya yang toxicsexy dan oke taulah yakalo kalian lihat karakter kayak apa yang kalian lakukan kalau gue aku sudah ditangan,"['sumpah', 'kangen', 'roblox', 'dulu', 'jadinya', 'soalnya', 'yang', 'toxicsexy', 'dan', 'oke', 'taulah', 'yakalo', 'kalian', 'lihat', 'karakter', 'kayak', 'apa', 'yang', 'kalian', 'lakukan', 'kalau', 'gue', 'aku', 'sudah', 'ditangan']","['sumpah', 'kangen', 'roblox', 'toxicsexy', 'oke', 'taulah', 'yakalo', 'lihat', 'karakter', 'kayak', 'lakukan', 'gue', 'ditangan']",sumpah kangen roblox toxicsexy oke tau yakalo lihat karakter kayak laku gue tang,Netral
@akudimana1847,Gws,0,2025-07-02T23:49:01Z,Gws,gws,gws,['gws'],['gws'],gws,Positif
@chikomaifa,Ah roblox bukanya buat nyantai kok kadi kek gini bjir,0,2025-07-02T23:45:39Z,Ah roblox bukanya buat nyantai kok kadi kek gini bjir,ah roblox bukanya buat nyantai kok kadi kek gini bjir,ah roblox bukanya buat nyantai kok kadi kayak begini bjir,"['ah', 'roblox', 'bukanya', 'buat', 'nyantai', 'kok', 'kadi', 'kayak', 'begini', 'bjir']","['ah', 'roblox', 'bukanya', 'nyantai', 'kadi', 'kayak', 'bjir']",ah roblox buka nyantai kadi kayak bjir,Negatif
@AFIX-NT089,Bro... Gw lebih milih nonton skibidi toilet daripada liat kek ginian,1,2025-07-02T23:40:57Z,Bro Gw lebih milih nonton skibidi toilet daripada liat kek ginian,bro gw lebih milih nonton skibidi toilet daripada liat kek ginian,bro gue lebih memilih menonton skibidi toilet daripada lihat kayak beginian,"['bro', 'gue', 'lebih', 'memilih', 'menonton', 'skibidi', 'toilet', 'daripada', 'lihat', 'kayak', 'beginian']","['bro', 'gue', 'memilih', 'menonton', 'skibidi', 'toilet', 'lihat', 'kayak']",bro gue pilih tonton skibidi toilet lihat kayak,Negatif
@Baimal17,Itu mah masih manding coba versi r63 ya itu udah kaya toprut bahkan udah berisi☠️,0,2025-07-02T23:27:26Z,Itu mah masih manding coba versi r ya itu udah kaya toprut bahkan udah berisi,itu mah masih manding coba versi r ya itu udah kaya toprut bahkan udah berisi,itu mah masih manding coba versi r ya itu sudah kayak toprut bahkan sudah berisi,"['itu', 'mah', 'masih', 'manding', 'coba', 'versi', 'r', 'ya', 'itu', 'sudah', 'kayak', 'toprut', 'bahkan', 'sudah', 'berisi']","['mah', 'manding', 'coba', 'versi', 'r', 'ya', 'kayak', 'toprut', 'berisi']",mah manding coba versi r ya kayak toprut isi,Netral
@firmansyagamers,Game Fomo,0,2025-07-02T23:11:33Z,Game Fomo,game fomo,game fomo,"['game', 'fomo']","['game', 'fomo']",game fomo,Positif
@Dimasmaulana23,Bukti bahwa Indonesia penderita skizofrenia no 1 di dunia,0,2025-07-02T22:52:47Z,Bukti bahwa Indonesia penderita skizofrenia no  di dunia,bukti bahwa indonesia penderita skizofrenia no  di dunia,bukti bahwa indonesia penderita skizofrenia no di dunia,"['bukti', 'bahwa', 'indonesia', 'penderita', 'skizofrenia', 'no', 'di', 'dunia']","['bukti', 'indonesia', 'penderita', 'skizofrenia', 'no', 'dunia']",bukti indonesia derita skizofrenia no dunia,Negatif
@ghinanurfaizah05,"Jujur emang karakternya cantik, tapi kok bisa ada yang seperti itu ya",0,2025-07-02T22:47:17Z,Jujur emang karakternya cantik tapi kok bisa ada yang seperti itu ya,jujur emang karakternya cantik tapi kok bisa ada yang seperti itu ya,jujur memang karakternya cantik tapi kok bisa ada yang seperti itu ya,"['jujur', 'memang', 'karakternya', 'cantik', 'tapi', 'kok', 'bisa', 'ada', 'yang', 'seperti', 'itu', 'ya']","['jujur', 'karakternya', 'cantik', 'ya']",jujur karakter cantik ya,Positif
@Dezueditz,"antum birahi ama avatar roblox?💀☠️,bro sudah kehilangan akal nya💀☠️",0,2025-07-02T22:36:33Z,antum birahi ama avatar robloxbro sudah kehilangan akal nya,antum birahi ama avatar robloxbro sudah kehilangan akal nya,antum birahi sama avatar robloxbro sudah kehilangan akal ya,"['antum', 'birahi', 'sama', 'avatar', 'robloxbro', 'sudah', 'kehilangan', 'akal', 'ya']","['antum', 'birahi', 'avatar', 'robloxbro', 'kehilangan', 'akal', 'ya']",antum birah avatar robloxbro hilang akal ya,Netral
@GameKeiko.ID1,Pantes muncul di beranda IG mulu😦,0,2025-07-02T22:32:19Z,Pantes muncul di beranda IG mulu,pantes muncul di beranda ig mulu,pantas muncul di beranda ig mulu,"['pantas', 'muncul', 'di', 'beranda', 'ig', 'mulu']","['muncul', 'beranda', 'ig', 'mulu']",muncul beranda ig mulu,Netral
@YUZEY_ROBLOXGG,wajar aja sih bg.udh ada banyak gak cuman itu.ama Paling cuman candaan udh biasa,0,2025-07-02T22:31:32Z,wajar aja sih bgudh ada banyak gak cuman ituama Paling cuman candaan udh biasa,wajar aja sih bgudh ada banyak gak cuman ituama paling cuman candaan udh biasa,wajar saja sih bgudh ada banyak tidak cuman ituama paling cuman candaan sudah biasa,"['wajar', 'saja', 'sih', 'bgudh', 'ada', 'banyak', 'tidak', 'cuman', 'ituama', 'paling', 'cuman', 'candaan', 'sudah', 'biasa']","['wajar', 'sih', 'bgudh', 'cuman', 'ituama', 'cuman', 'candaan']",wajar sih bgudh cuman ituama cuman canda,Negatif
@YISLUFEINCH,anda sange sama char kotak?,0,2025-07-02T22:27:30Z,anda sange sama char kotak,anda sange sama char kotak,anda sange sama char kotak,"['anda', 'sange', 'sama', 'char', 'kotak']","['sange', 'char', 'kotak']",sange char kotak,Negatif
@diffyizqi2547,yaelah,0,2025-07-02T21:54:25Z,yaelah,yaelah,yaelah,['yaelah'],['yaelah'],yaelah,Netral
@R_FOKTRA_X,Gw yang main Roblox buat nyari game buatan indonesia ngelihat konten dance:daf*q men,0,2025-07-02T21:08:49Z,Gw yang main Roblox buat nyari game buatan indonesia ngelihat konten dancedafq men,gw yang main roblox buat nyari game buatan indonesia ngelihat konten dancedafq men,gue yang main roblox buat mencari game buatan indonesia melihat konten dancedafq men,"['gue', 'yang', 'main', 'roblox', 'buat', 'mencari', 'game', 'buatan', 'indonesia', 'melihat', 'konten', 'dancedafq', 'men']","['gue', 'main', 'roblox', 'mencari', 'game', 'buatan', 'indonesia', 'konten', 'dancedafq', 'men']",gue main roblox cari game buat indonesia konten dancedafq men,Positif
@Fatpuddinggt,aduh ke kamar mandi lagi dawg,0,2025-07-02T20:21:03Z,aduh ke kamar mandi lagi dawg,aduh ke kamar mandi lagi dawg,aduh ke kamar mandi lagi dawg,"['aduh', 'ke', 'kamar', 'mandi', 'lagi', 'dawg']","['aduh', 'kamar', 'mandi', 'dawg']",aduh kamar mandi dawg,Netral
@tempest529,Orang gilak 💀,0,2025-07-02T19:00:28Z,Orang gilak ,orang gilak ,orang gila,"['orang', 'gila']","['orang', 'gila']",orang gila,Netral
@ryuhikari4571,Birahi sama roblox cik wkkw,1,2025-07-02T18:56:28Z,Birahi sama roblox cik wkkw,birahi sama roblox cik wkkw,birahi sama roblox cik wkkw,"['birahi', 'sama', 'roblox', 'cik', 'wkkw']","['birahi', 'roblox', 'cik', 'wkkw']",birah roblox cik wkkw,Negatif
@sityqwer1249,"Dari pada joget"" gajelas mending kita main age of Titans",0,2025-07-02T18:28:15Z,Dari pada joget gajelas mending kita main age of Titans,dari pada joget gajelas mending kita main age of titans,dari pada joget mending kita main age of titans,"['dari', 'pada', 'joget', 'mending', 'kita', 'main', 'age', 'of', 'titans']","['joget', 'mending', 'main', 'age', 'of', 'titans']",joget mending main age of titans,Netral
@sidqimaulana7804,Gooners,0,2025-07-02T18:05:10Z,Gooners,gooners,gooners,['gooners'],['gooners'],gooners,Netral
@Darkfriday534,Bang infoin Fan artnya,0,2025-07-02T17:50:34Z,Bang infoin Fan artnya,bang infoin fan artnya,abang infoin fan artnya,"['abang', 'infoin', 'fan', 'artnya']","['abang', 'infoin', 'fan', 'artnya']",abang infoin fan artnya,Netral
@albrtsimamora47,kangen roblox tahun 2014,0,2025-07-02T17:49:25Z,kangen roblox tahun ,kangen roblox tahun ,kangen roblox tahun,"['kangen', 'roblox', 'tahun']","['kangen', 'roblox']",kangen roblox,Netral
@Ridho114-,"Karakter roblox itu 11 12 dengan anime menurut ku, cuman agak beda di beberapa hal. 

Jadi sebagai orang yang lumayan sering liat orang gila, entah sama Anime, Kartun, Furry, Roblox, Minecraft, Genshin, Dongua, Manhua, DLL menurut ku gaada bedanya Cuman sama sama Agak kena LCD nya aja.",6,2025-07-02T17:23:04Z,"Karakter roblox itu   dengan anime menurut ku cuman agak beda di beberapa hal 

Jadi sebagai orang yang lumayan sering liat orang gila entah sama Anime Kartun Furry Roblox Minecraft Genshin Dongua Manhua DLL menurut ku gaada bedanya Cuman sama sama Agak kena LCD nya aja","karakter roblox itu   dengan anime menurut ku cuman agak beda di beberapa hal 

jadi sebagai orang yang lumayan sering liat orang gila entah sama anime kartun furry roblox minecraft genshin dongua manhua dll menurut ku gaada bedanya cuman sama sama agak kena lcd nya aja",karakter roblox itu dengan anime menurut ku cuman agak beda di beberapa hal jadi sebagai orang yang lumayan sering lihat orang gila entah sama anime kartun furry roblox minecraft genshin dongua manhua dll menurut ku bedanya cuman sama sama agak kena lcd ya saja,"['karakter', 'roblox', 'itu', 'dengan', 'anime', 'menurut', 'ku', 'cuman', 'agak', 'beda', 'di', 'beberapa', 'hal', 'jadi', 'sebagai', 'orang', 'yang', 'lumayan', 'sering', 'lihat', 'orang', 'gila', 'entah', 'sama', 'anime', 'kartun', 'furry', 'roblox', 'minecraft', 'genshin', 'dongua', 'manhua', 'dll', 'menurut', 'ku', 'bedanya', 'cuman', 'sama', 'sama', 'agak', 'kena', 'lcd', 'ya', 'saja']","['karakter', 'roblox', 'anime', 'ku', 'cuman', 'beda', 'orang', 'lumayan', 'lihat', 'orang', 'gila', 'anime', 'kartun', 'furry', 'roblox', 'minecraft', 'genshin', 'dongua', 'manhua', 'dll', 'ku', 'bedanya', 'cuman', 'kena', 'lcd', 'ya']",karakter roblox anime ku cuman beda orang lumayan lihat orang gila anime kartun furry roblox minecraft genshin dongua manhua dll ku beda cuman kena lcd ya,Negatif
@kayy2548,"""sakit jiwa njr""",0,2025-07-02T17:03:13Z,sakit jiwa njr,sakit jiwa njr,sakit jiwa njr,"['sakit', 'jiwa', 'njr']","['sakit', 'jiwa', 'njr']",sakit jiwa njr,Negatif
@FadhilAbyanT,Oji Wahyudi😂,0,2025-07-02T16:49:03Z,Oji Wahyudi,oji wahyudi,oji wahyudi,"['oji', 'wahyudi']","['oji', 'wahyudi']",oji wahyudi,Netral
@RaihanEV,BIRAHI Ama karakter anj,0,2025-07-02T16:43:11Z,BIRAHI Ama karakter anj,birahi ama karakter anj,birahi sama karakter anjing,"['birahi', 'sama', 'karakter', 'anjing']","['birahi', 'karakter', 'anjing']",birah karakter anjing,Negatif
@MNH1099,"Di jadikan AI juga menarik penampilannya 😂.. meanwhile meme yg bertebaran di internet so many people searching "" *Roblox **-porn-* """,1,2025-07-02T16:19:13Z,Di jadikan AI juga menarik penampilannya  meanwhile meme yg bertebaran di internet so many people searching  Roblox porn ,di jadikan ai juga menarik penampilannya  meanwhile meme yg bertebaran di internet so many people searching  roblox porn ,di jadikan ai juga menarik penampilannya meanwhile meme yang bertebaran di internet sok many people searching roblox porn,"['di', 'jadikan', 'ai', 'juga', 'menarik', 'penampilannya', 'meanwhile', 'meme', 'yang', 'bertebaran', 'di', 'internet', 'sok', 'many', 'people', 'searching', 'roblox', 'porn']","['jadikan', 'ai', 'menarik', 'penampilannya', 'meanwhile', 'meme', 'bertebaran', 'internet', 'sok', 'many', 'people', 'searching', 'roblox', 'porn']",jadi ai tarik tampil meanwhile meme tebar internet sok many people searching roblox porn,Positif
@pengemisakunmla4904,Kenapa game Roblox banyak penghehe Avatar njier kan jadi gk mau main lagi kalo gitu,0,2025-07-02T16:03:07Z,Kenapa game Roblox banyak penghehe Avatar njier kan jadi gk mau main lagi kalo gitu,kenapa game roblox banyak penghehe avatar njier kan jadi gk mau main lagi kalo gitu,kenapa game roblox banyak penghehe avatar njier kan jadi tidak mau main lagi kalau begitu,"['kenapa', 'game', 'roblox', 'banyak', 'penghehe', 'avatar', 'njier', 'kan', 'jadi', 'tidak', 'mau', 'main', 'lagi', 'kalau', 'begitu']","['game', 'roblox', 'penghehe', 'avatar', 'njier', 'main']",game roblox penghehe avatar njier main,Positif
@YamadaRiki,"GWS
Gak wafat sekalian",0,2025-07-02T15:50:46Z,"GWS
Gak wafat sekalian","gws
gak wafat sekalian",gws tidak wafat sekalian,"['gws', 'tidak', 'wafat', 'sekalian']","['gws', 'wafat']",gws wafat,Positif
@FirlyAgustian-k2c,"""Roblox bikin gobloxx""",1,2025-07-02T15:46:09Z,Roblox bikin gobloxx,roblox bikin gobloxx,roblox bikin gobloxx,"['roblox', 'bikin', 'gobloxx']","['roblox', 'bikin', 'gobloxx']",roblox bikin gobloxx,Netral
@pocongngetehtehpoci,Gitu doang sange bocil puber,0,2025-07-02T15:28:38Z,Gitu doang sange bocil puber,gitu doang sange bocil puber,begitu doang sange bocil puber,"['begitu', 'doang', 'sange', 'bocil', 'puber']","['doang', 'sange', 'bocil', 'puber']",doang sange bocil puber,Negatif
